"Id","SalePrice"
1461,115012.767603972
1462,162165.123022547
1463,181643.147407175
1464,194844.347809873
1465,200923.374140641
1466,168295.340773778
1467,176182.23832891
1468,163426.642533691
1469,195756.447186252
1470,120735.005271989
1471,194780.110059182
1472,93516.4700895419
1473,92829.1379977148
1474,149420.326318464
1475,110777.278463993
1476,359341.309873911
1477,255170.08147732
1478,289865.718247104
1479,292602.740277158
1480,473296.397058637
1481,347028.123587153
1482,220139.759212876
1483,177948.68798608
1484,167616.645433712
1485,193012.7028421
1486,196186.129691097
1487,330974.508279022
1488,235895.188622945
1489,195913.766473303
1490,229090.793093533
1491,196661.774088211
1492,91530.1218857507
1493,191383.198289006
1494,297909.478795442
1495,296204.566401286
1496,232483.34165817
1497,181271.582460388
1498,167224.486045957
1499,162254.945513408
1500,157342.782821248
1501,173263.025914564
1502,149271.633665438
1503,288352.30502195
1504,244574.109914912
1505,224955.885420142
1506,197320.556632446
1507,242236.801157482
1508,200997.36134404
1509,159564.615097488
1510,145664.133856053
1511,145987.624873133
1512,180590.671186963
1513,142922.553488479
1514,161170.437334844
1515,188337.63335993
1516,155025.087617812
1517,170438.970276673
1518,136639.948239004
1519,211865.51185099
1520,131701.083960744
1521,130858.550733818
1522,175886.365949106
1523,111236.877871361
1524,124563.390944154
1525,118803.322498787
1526,118564.819630588
1527,104121.19455364
1528,135810.260853579
1529,149624.891976003
1530,180889.841674784
1531,108019.669267806
1532,102309.055400027
1533,157612.235335343
1534,122708.215449936
1535,153900.366774717
1536,110873.954684912
1537,67243.5198892229
1538,158440.729508488
1539,197594.72643085
1540,96171.2687644019
1541,139958.775901926
1542,144050.446945187
1543,195052.142406295
1544,86447.6675882719
1545,115391.418693458
1546,133640.671425263
1547,133502.782377436
1548,139643.041020806
1549,118569.666035145
1550,136728.824194079
1551,114089.410771458
1552,133885.090228474
1553,152858.860213912
1554,119167.258710448
1555,167303.058598253
1556,88493.529877192
1557,107333.725707532
1558,92693.1774548445
1559,84080.3800225451
1560,138640.380263342
1561,132426.855131395
1562,131757.27324583
1563,121563.392184101
1564,162668.760772633
1565,146666.315555725
1566,242236.852635824
1567,74701.1327536247
1568,243053.882834317
1569,131789.946750949
1570,141228.795263285
1571,123027.459851119
1572,144489.605725115
1573,229438.584648149
1574,125722.138833403
1575,232255.274334037
1576,246043.736157633
1577,185828.04716197
1578,141550.034165951
1579,146183.565534386
1580,194025.820020066
1581,160210.158160942
1582,126715.464299131
1583,308648.054441109
1584,219543.48774867
1585,142088.514070327
1586,62782.5174990784
1587,100164.944397151
1588,152664.092593443
1589,97041.3877592467
1590,135391.088068482
1591,96985.8539065264
1592,115285.447543685
1593,123517.374384753
1594,133341.292485532
1595,112332.399205069
1596,233091.833691257
1597,196307.73145176
1598,226965.957904665
1599,168843.535122823
1600,171582.827302722
1601,61248.4794945757
1602,106671.772077545
1603,78099.3418093898
1604,270775.100759052
1605,246494.338719974
1606,170797.417087016
1607,174055.296417704
1608,221001.715578052
1609,185775.159081146
1610,149043.267460402
1611,144117.105054456
1612,168682.820231844
1613,161936.098633136
1614,122779.916396084
1615,90745.06655922
1616,77548.7285890183
1617,89119.7367364271
1618,121097.77501485
1619,137060.658668362
1620,170373.741262639
1621,133073.793007904
1622,139566.716943442
1623,275122.143075405
1624,212941.248770266
1625,117670.650485745
1626,166784.394595344
1627,183374.957821141
1628,273686.33841489
1629,177790.898240249
1630,352397.39730485
1631,230110.253631223
1632,252032.243116565
1633,172662.732671768
1634,185918.347238094
1635,178813.111485137
1636,152882.0833765
1637,198687.666735072
1638,188901.76122643
1639,181073.667834212
1640,259484.848124716
1641,179684.682620473
1642,235851.525796567
1643,216805.759927554
1644,232832.737092707
1645,199201.473617752
1646,157472.190935531
1647,154199.932847897
1648,132039.109754331
1649,140862.465125854
1650,112443.192701915
1651,115576.380445473
1652,97494.0723119312
1653,99501.7755451573
1654,145486.110112444
1655,141167.679353994
1656,143787.592327216
1657,149010.162111057
1658,145463.996286969
1659,116793.165934126
1660,150748.440470514
1661,434334.443777257
1662,387343.992505036
1663,369749.793394944
1664,493944.407124428
1665,292472.706069529
1666,324169.236060089
1667,358978.806796714
1668,326411.907800363
1669,298563.400206459
1670,331201.955041228
1671,266159.78522388
1672,422877.569217789
1673,295650.748976669
1674,242703.5000747
1675,196545.962275063
1676,198316.73503426
1677,225939.148848543
1678,450729.749507771
1679,388826.503211914
1680,335651.477066177
1681,240975.100623658
1682,313750.706120194
1683,186662.695657366
1684,177355.414033285
1685,174635.676047063
1686,172677.864662898
1687,171807.118690334
1688,191139.632522085
1689,191784.204792992
1690,197748.492935468
1691,186351.831384777
1692,256417.892148207
1693,172915.416169758
1694,180470.997617854
1695,162931.765152578
1696,271288.099118282
1697,168158.160835909
1698,347617.929853725
1699,323473.14213084
1700,247904.583218428
1701,274993.070941899
1702,245517.360964032
1703,250833.600506409
1704,276584.053445299
1705,232328.670051234
1706,396014.71659275
1707,208890.318226823
1708,203715.920203304
1709,267653.745897258
1710,222521.805661768
1711,262038.826814825
1712,256526.725056158
1713,264120.312066241
1714,225394.852877798
1715,207342.710575476
1716,185729.692102944
1717,180787.502734034
1718,139387.363066697
1719,205633.433817267
1720,229874.663602867
1721,161369.009658207
1722,127623.558791357
1723,151713.588836196
1724,206102.061864476
1725,240115.550111788
1726,188223.821455565
1727,158683.598386393
1728,170640.856074696
1729,166154.019917623
1730,156515.517415782
1731,123108.447864929
1732,124584.584773482
1733,112247.741448811
1734,114129.529949136
1735,125514.755917308
1736,112450.558436732
1737,291312.950678855
1738,248205.876277357
1739,245977.064551394
1740,220955.260192877
1741,187522.255589734
1742,169502.46115418
1743,176935.710752228
1744,301484.529634249
1745,222296.617965571
1746,187226.256732512
1747,218878.942772864
1748,223157.907413645
1749,148536.238116828
1750,129404.271901611
1751,250218.953914169
1752,117989.816137669
1753,152612.182636796
1754,193645.886197012
1755,168066.866732505
1756,122803.384181599
1757,118726.416636108
1758,141610.109837609
1759,164910.27506084
1760,168700.614597712
1761,148928.050278798
1762,174153.523442132
1763,182895.708948648
1764,116810.270594934
1765,165597.101151816
1766,184734.525110336
1767,222793.838243898
1768,143069.774825617
1769,174754.512109247
1770,154805.637113854
1771,121070.508312061
1772,138049.103790048
